Distance,X,Y,Speed,Throttle,Brake,RPM,Gear,SteeringAngle,TireTempLF,TireTempRF,TireTempLR,TireTempRR,FuelLoad,LapTime
0.0,450.0,220.0,127.86294072021516,100.0,0.0,9424,7,1.1037949815259671,179.69420499692498,190.31373066209372,186.25213307986604,210.25652470591587,18.0,20.085482371191393
0.22623992621247485,450.2262398594745,219.99982622548256,124.70061687769409,100.0,0.0,9055,6,0.4876761022422012,185.44134826055995,189.5768834069751,183.51059400764314,205.01390865098978,17.99639927985597,20.211975324892236
0.4524800289217499,450.45247936154243,219.99930490220473,124.76440485584612,99.66191205973544,0.25691633745739495,9202,6,-0.8943624082476802,179.96698273310878,187.10686214608475,182.68652378731977,207.43524292438033,17.992798559711943,20.209423805766153
0.6787204846231004,450.67871814879777,219.99843603099012,125.16852098033758,99.538750892469,0.0,9254,7,-0.1359658561687475,179.06422327698644,192.6032757633277,186.68204622679622,200.56982728370338,17.989197839567915,20.193259160786496
0.90496146980881,450.9049558638357,219.9972196132113,124.49571461363232,100.0,1.1588949914073177,9123,6,0.5811059983459047,181.71875157397346,192.06267102228,185.8039539169117,204.95604016074154,17.985597119423886,20.220171415454708
1.1312031609664177,451.13119214925297,219.99565565078996,125.40582560439536,100.0,2.4462714662848857,9315,7,0.4589954879622185,183.40026986021368,192.8622477003845,188.72012916942643,203.0966009323622,17.981996399279858,20.183766975824184
1.357445734577592,451.35742664764877,219.9937441461968,126.64806582280366,100.0,0.5930404969519047,9311,7,0.5254276828880888,178.1255084220165,192.9605731955175,188.41783886470807,209.77599480399644,17.978395679135826,20.134077367087855
1.5836893671160388,451.5836590016248,219.99148510245155,123.33842118441864,100.0,0.8885657643133422,9013,6,0.9136397437990286,176.11415199532257,195.60121029098923,184.6516562926189,203.29308578492123,17.974794958991797,20.266463152623256
1.8099342350466576,451.8098888537866,219.98887852312296,125.92558661000574,99.05275887564777,0.09660843604869053,9331,7,0.15488369022362664,185.03561251345477,190.52809251844576,177.42461369310013,207.1973494549309,17.97119423884777,20.16297653559977
2.036180514823337,452.03611584674326,219.98592441232884,125.41294357030482,99.74268836654866,0.41866381413203413,9495,7,-1.1158760575875186,185.54062521723074,191.62381352136688,189.00986841474202,204.63352990449596,17.96759351870374,20.18348225718781
2.262428382887886,452.2623396231085,219.98262277473597,126.8412639702624,100.0,0.0,9422,7,0.015961481699857137,184.67341756690263,189.26090211166508,183.0649131412739,203.29125911436554,17.963992798559712,20.126349441189504
